ZIP_Code,City,State,Median_Home_Value,Home_Value_Change_1Y,Median_Income,Unemployment_Rate,Crime_Rate_per_1k,Risk_Label
86295,Houston,WA,2370185,0.2,125824,4.3,9.1,Risky
15439,Miami,GA,1074005,-1.2,40448,5.1,1.5,Risky
57241,Chicago,GA,2387138,3.5,171140,3.8,3.7,Safe
52533,Denver,NY,481230,0.8,129016,7.1,8.3,Risky
38270,Seattle,CA,435446,-1.9,44908,2.5,4.5,Risky
88815,Atlanta,TX,564899,-0.6,133744,9.4,11.3,Risky
49279,Chicago,IL,1524137,-1.4,47369,4.4,2.2,Risky
33888,LA,CA,2440970,-0.7,151606,9.4,11.2,Risky
27630,LA,GA,2375402,-4.3,162429,4.0,11.1,Risky
71063,Denver,CO,2198215,-3.9,74508,6.1,11.5,Risky
45144,NYC,FL,267115,1.2,66595,7.6,1.8,Safe
62161,Denver,NY,1274806,1.8,157880,6.9,4.0,Safe
87360,Seattle,WA,1934098,1.4,85432,6.1,3.8,Safe
60979,LA,CO,1881211,2.6,98858,8.3,10.7,Risky
16979,Miami,NY,759429,4.4,144347,5.8,9.9,Risky
36189,Miami,WA,2458404,3.6,90228,4.7,2.7,Safe
52600,LA,IL,2063175,-0.8,89160,7.7,2.6,Risky
69560,Seattle,FL,1144369,-2.8,133164,9.5,6.2,Risky
88040,Austin,TX,770964,-1.9,140700,6.8,2.9,Risky
71558,Houston,CA,2211764,0.9,138427,4.2,6.2,Risky
96205,Houston,FL,276173,3.6,131546,8.1,10.3,Risky
16910,Seattle,CA,1738745,2.0,88507,8.1,6.5,Risky
67713,Atlanta,CA,578078,0.4,69589,4.1,9.0,Risky
56857,Houston,TX,1002196,1.0,145976,5.1,3.8,Safe
44964,SF,TX,1021274,0.3,74845,3.1,3.9,Safe
95667,Houston,WA,1979129,4.7,163995,2.6,7.5,Risky
35227,SF,TX,2271112,3.2,122515,8.5,10.4,Risky
15978,LA,IL,2209142,2.8,67278,5.0,6.8,Risky
97527,Austin,NY,2139664,0.2,63348,4.3,3.2,Safe
27153,Denver,GA,1242834,-1.7,165387,4.0,3.4,Risky
69765,Austin,TX,406803,-4.8,72790,2.6,7.8,Risky
49071,Houston,NY,115573,-4.6,97669,9.9,2.1,Risky
79519,Houston,WA,109554,-4.7,44972,4.9,1.7,Risky
19503,Seattle,TX,329726,4.8,56015,3.3,2.1,Safe
70703,Denver,GA,2414822,-3.9,120556,8.9,5.3,Risky
74379,Houston,FL,113015,-3.6,84460,7.8,4.9,Risky
67866,NYC,CO,159617,-0.2,102823,7.3,1.0,Risky
26905,NYC,TX,1853528,-0.2,81519,4.4,2.8,Risky
55838,Atlanta,NY,2272347,4.2,99899,5.3,4.8,Safe
68279,LA,WA,1531323,-4.3,85649,8.7,5.7,Risky
99489,SF,WA,2148411,4.6,94846,7.1,5.4,Safe
36806,Austin,CO,1832853,-2.8,85283,4.8,4.5,Risky
55000,LA,IL,874726,4.7,127991,2.9,9.9,Risky
32168,SF,WA,1363298,0.4,56597,9.2,5.6,Safe
80119,SF,FL,237715,1.5,121784,9.6,8.1,Risky
48714,Chicago,WA,1161845,-1.8,98385,7.8,10.2,Risky
64093,Houston,WA,1429078,1.1,151058,7.5,10.4,Risky
65419,Atlanta,FL,592069,2.1,165251,6.3,10.4,Risky
59145,Houston,CO,621579,-4.9,170541,9.8,6.4,Risky
87425,Atlanta,CO,2281009,-4.7,144065,7.6,8.3,Risky
87811,LA,FL,1541995,4.9,178288,2.6,4.5,Safe
12461,Seattle,GA,292830,-0.4,140254,2.7,10.5,Risky
24291,Seattle,NY,1512612,4.4,171919,9.7,3.3,Safe
56804,LA,CA,2253387,2.3,162164,9.5,9.7,Risky
86971,Denver,WA,397448,-1.3,175743,6.5,6.2,Risky
74946,NYC,CO,384316,-3.5,81504,3.7,4.3,Risky
94080,SF,CA,698122,4.8,44153,6.7,5.2,Safe
71332,Atlanta,CA,972163,0.8,166769,8.1,7.5,Risky
87794,Miami,IL,669145,-3.1,102338,2.1,11.2,Risky
40841,Houston,TX,721062,1.8,114107,8.6,2.1,Safe
58758,LA,WA,794102,-4.1,49353,5.7,11.1,Risky
86272,SF,TX,2135706,3.7,94450,5.7,10.0,Risky
47643,Atlanta,TX,2240479,-4.1,122717,5.5,7.5,Risky
60408,Austin,IL,1288900,-2.6,45290,7.5,2.4,Risky
53950,Denver,CA,1970322,-4.1,71474,3.7,9.9,Risky
66849,Houston,FL,2397496,-4.0,106167,6.9,8.6,Risky
38044,Seattle,TX,1996118,0.2,98711,2.4,6.5,Risky
25997,LA,CO,2067752,1.9,68351,8.5,10.7,Risky
89751,Seattle,FL,885291,2.9,145405,8.5,8.3,Risky
33911,Atlanta,FL,639610,2.0,145737,4.5,4.2,Safe
65533,Seattle,IL,504407,-1.4,75567,2.8,1.5,Risky
92566,Houston,CO,2103161,0.6,127645,8.0,9.4,Risky
24571,NYC,IL,948057,4.3,172221,5.8,3.8,Safe
67941,SF,NY,2176028,-1.1,59387,9.4,4.1,Risky
68005,NYC,WA,1728368,-2.5,167074,4.8,5.9,Risky
96250,LA,TX,935671,0.2,169266,8.7,9.2,Risky
68712,NYC,CA,1860234,-2.0,40019,2.2,11.2,Risky
53541,Chicago,GA,1656399,-2.4,106535,8.2,3.4,Risky
33387,SF,CO,466727,2.8,134074,7.4,10.7,Risky
58908,Atlanta,IL,1376697,3.9,175497,6.2,7.6,Risky
95457,SF,FL,661306,0.0,123610,9.3,10.4,Risky
23057,Chicago,NY,283758,2.8,111864,9.5,10.3,Risky
74028,Miami,GA,1217350,-3.1,124430,9.4,5.3,Risky
65731,NYC,IL,1812449,0.5,144356,6.8,8.5,Risky
34858,SF,NY,432616,1.4,149212,6.2,11.4,Risky
58689,Seattle,FL,621777,-0.1,54275,4.2,8.4,Risky
54638,Atlanta,TX,1396895,-3.8,99566,3.3,6.0,Risky
56486,Austin,WA,691392,2.3,79911,6.5,5.1,Safe
30567,LA,WA,1257394,3.4,50357,3.2,2.6,Safe
39739,LA,NY,720684,1.4,65364,3.4,12.0,Risky
67804,LA,IL,802175,-3.3,112906,4.9,8.2,Risky
13754,SF,WA,1677584,-4.3,157677,3.5,4.0,Risky
37044,NYC,WA,665013,-2.0,169020,6.0,1.8,Risky
77260,SF,TX,930355,-4.6,83189,7.3,9.3,Risky
76912,Houston,FL,2140160,3.4,175375,7.6,10.4,Risky
18706,Seattle,CA,2498589,2.0,81838,6.3,5.7,Safe
18894,Austin,WA,1965037,0.6,88566,6.2,11.5,Risky
28037,Austin,NY,913017,3.9,74380,5.8,4.6,Safe
93986,Seattle,GA,779258,-3.9,101817,4.0,9.3,Risky
91942,Chicago,CO,1958457,2.1,134618,7.2,3.9,Safe
61612,Denver,FL,499953,-3.5,150974,7.3,4.7,Risky
39725,Houston,TX,135308,-4.4,174536,4.0,7.7,Risky
15926,Atlanta,FL,578955,-3.7,63364,7.6,1.4,Risky
19496,Austin,TX,1534094,4.5,49366,8.9,3.3,Safe
66447,LA,FL,943607,-0.6,94891,6.8,2.9,Risky
39806,SF,CO,1305096,-4.5,61610,2.9,4.6,Risky
98199,Chicago,CA,1037212,0.8,89431,4.6,9.6,Risky
51321,Denver,NY,968981,-3.0,46215,2.7,11.0,Risky
75095,Seattle,GA,758346,-4.9,140974,4.4,1.1,Risky
32656,Miami,WA,878269,2.6,127777,3.7,3.8,Safe
65147,Atlanta,CA,1533487,-3.5,178740,6.4,1.3,Risky
59666,Denver,NY,152934,4.4,79070,5.4,10.5,Risky
92368,LA,GA,482238,0.9,78037,7.8,3.2,Safe
48787,Denver,FL,2315308,-4.1,126029,4.9,9.5,Risky
72946,Austin,CO,1499784,-2.8,51902,3.2,1.4,Risky
31727,SF,WA,2471068,1.1,168272,3.9,5.4,Safe
78056,Seattle,GA,1923899,-1.6,104849,6.4,4.9,Risky
13081,Denver,IL,588830,0.3,103698,5.6,4.6,Safe
44196,Atlanta,GA,1711499,3.0,114585,2.3,7.3,Risky
46735,Denver,NY,1302548,2.9,51992,3.7,5.3,Safe
90102,Miami,CA,661682,2.0,168939,4.4,5.4,Safe
89578,Chicago,WA,1183606,3.9,129166,7.8,3.1,Safe
35498,Austin,CA,2406072,-3.0,119597,7.8,5.6,Risky
86865,SF,WA,2093637,-3.2,121187,7.6,9.2,Risky
41656,LA,IL,1579800,3.0,68338,8.5,4.6,Safe
77695,Seattle,NY,535033,-1.8,63929,9.0,10.4,Risky
47900,Seattle,CO,1626204,0.1,92600,2.6,2.8,Safe
94899,Chicago,CO,304819,2.4,136740,5.9,10.3,Risky
57701,NYC,GA,158724,-1.0,162510,3.2,7.8,Risky
29033,NYC,IL,2461471,-3.7,89729,4.8,5.7,Risky
20805,LA,FL,1725379,1.8,78284,7.3,1.4,Safe
45851,Denver,TX,779644,3.2,91674,6.8,2.4,Safe
36832,Miami,FL,1370640,-4.9,101964,3.0,5.6,Risky
73437,Seattle,NY,553668,0.6,78461,8.1,10.7,Risky
23944,Denver,IL,471604,-0.3,105581,8.3,11.5,Risky
29873,Seattle,CA,1230075,-2.4,50126,3.1,11.2,Risky
50372,Seattle,IL,1566811,-3.4,78492,6.9,4.0,Risky
99464,Denver,TX,380570,-3.1,139284,9.6,3.8,Risky
25379,Chicago,CO,523399,2.2,108830,2.8,9.1,Risky
46751,NYC,NY,2203547,0.4,99414,3.3,11.3,Risky
99822,Houston,IL,1379698,4.8,160676,8.1,2.5,Safe
15110,Atlanta,WA,1415870,-2.6,156802,4.7,5.2,Risky
64341,Chicago,FL,2246724,4.6,97969,9.6,10.2,Risky
22087,Austin,GA,2281180,0.2,59938,7.0,6.4,Risky
33762,Miami,FL,2251649,-3.5,178801,5.9,10.3,Risky
92617,Miami,NY,1250876,-3.5,142347,4.7,2.3,Risky
19596,Atlanta,CO,2219618,1.1,115738,3.9,9.5,Risky
28313,Miami,IL,1682414,3.3,149089,7.2,5.3,Safe
76549,Denver,CO,415206,2.5,46951,6.7,8.6,Risky
33705,Miami,FL,135394,1.6,122172,4.9,4.2,Safe
77364,Houston,IL,553247,-3.3,177368,9.3,8.6,Risky
83445,Miami,FL,1341198,-3.9,169563,8.1,8.7,Risky
88645,Seattle,NY,985226,-5.0,165296,4.1,5.6,Risky
12023,Chicago,CA,1289135,-4.0,159351,9.5,11.7,Risky
69796,Denver,CO,1203660,2.7,124122,8.0,1.0,Safe
90073,NYC,CO,2010817,4.0,59225,9.2,8.4,Risky
74429,Miami,FL,2359155,-2.6,73038,3.1,11.0,Risky
71627,LA,GA,447435,2.9,125059,2.3,10.4,Risky
43848,LA,FL,2276372,-3.0,147340,5.9,7.2,Risky
47804,LA,NY,323356,-2.5,133965,5.6,10.9,Risky
25379,Miami,FL,744813,-2.8,109159,9.0,2.2,Risky
69664,Austin,GA,1832265,-4.5,126914,3.4,7.0,Risky
37766,Seattle,WA,989725,-3.1,103776,2.2,11.8,Risky
78099,SF,GA,1212394,-1.3,49294,6.2,11.9,Risky
46060,Miami,NY,857044,-0.9,40750,3.4,8.5,Risky
79122,Austin,IL,1321019,-1.9,148863,2.4,2.8,Risky
26087,SF,FL,2368465,0.1,159101,2.2,2.2,Safe
58868,Atlanta,CA,101676,-1.2,168390,3.1,11.1,Risky
33225,Houston,GA,206094,4.7,82732,5.0,10.7,Risky
16643,Seattle,WA,498498,3.1,91238,9.1,4.5,Safe
46727,Miami,GA,1659191,4.3,88046,8.1,11.2,Risky
21005,Chicago,FL,2389527,0.6,158553,6.2,2.4,Safe
75697,Denver,IL,899808,1.8,167545,5.4,4.2,Safe
26029,Chicago,CO,2131209,-3.3,138632,5.6,8.1,Risky
24226,Chicago,FL,2206583,2.5,164594,9.1,2.9,Safe
73646,Atlanta,CO,919802,-2.6,102423,7.8,11.9,Risky
70603,Denver,WA,1805873,-3.5,120179,3.4,3.4,Risky
38731,Atlanta,WA,1107545,-4.6,55386,9.5,3.7,Risky
78926,SF,NY,2040124,-0.3,68822,8.2,6.2,Risky
15997,Atlanta,CA,506688,-2.1,144620,2.3,9.6,Risky
65506,LA,FL,1764260,4.9,52131,6.0,2.3,Safe
88229,Houston,GA,1465374,-2.5,122540,7.2,8.3,Risky
59815,LA,GA,1603600,3.7,159932,2.5,2.1,Safe
52092,Miami,NY,1365315,-1.8,82797,4.8,2.0,Risky
72539,SF,IL,1366700,2.5,110471,7.2,1.5,Safe
76077,Austin,FL,2154040,1.6,136050,8.5,7.0,Risky
31817,SF,TX,1965601,0.6,134229,9.8,5.8,Safe
47861,Austin,IL,1521143,-0.8,68897,3.0,4.4,Risky
23428,Houston,GA,2000067,1.7,101988,7.1,6.8,Risky
53934,Atlanta,WA,1350443,-0.9,161444,9.1,6.5,Risky
20258,Atlanta,FL,845746,0.5,169677,7.7,6.2,Risky
67775,Denver,WA,930833,0.9,73795,7.1,2.9,Safe
91580,Miami,GA,2290372,-2.3,164865,3.7,10.9,Risky
15469,Chicago,CA,719648,-1.6,99070,8.5,7.8,Risky
38854,NYC,IL,1923991,-4.8,114560,6.5,2.4,Risky
16256,SF,TX,1992462,3.5,117121,2.9,3.8,Safe
86256,SF,CA,1941967,2.6,119628,9.5,9.4,Risky
43937,Miami,TX,1977723,-3.2,168592,9.9,9.5,Risky
11651,LA,CA,515890,-1.4,47800,6.3,9.0,Risky
60288,Seattle,IL,240631,-0.8,90064,8.2,9.7,Risky
94730,Miami,GA,656540,-1.7,96791,6.7,7.6,Risky
35051,NYC,TX,1018055,3.0,113208,5.4,4.2,Safe
37386,Atlanta,CO,1738533,2.3,78200,5.3,4.9,Safe
85054,Austin,IL,1286255,2.7,82229,9.7,6.6,Risky
26184,LA,TX,1056871,4.0,89909,5.0,3.7,Safe
43787,LA,CO,572124,1.0,124753,5.9,10.4,Risky
31621,Denver,IL,596644,1.1,168863,4.0,9.2,Risky
85564,Houston,CA,723652,2.2,91239,4.0,11.8,Risky
87984,NYC,IL,1863787,1.8,104567,4.8,5.6,Safe
69792,LA,CA,2190982,3.7,132904,9.4,10.6,Risky
55253,NYC,GA,982391,2.7,85621,5.2,9.6,Risky
44051,Miami,CA,2150665,-3.8,125163,6.4,10.2,Risky
59811,Austin,NY,791298,4.3,85357,6.4,8.6,Risky
40447,Austin,GA,569671,1.8,74492,6.7,4.8,Safe
93930,SF,WA,721504,-3.7,49125,8.6,3.7,Risky
40254,Atlanta,WA,2050291,2.7,74052,9.2,4.0,Safe
94045,SF,WA,1072473,-1.4,126896,3.7,7.2,Risky
67418,LA,FL,1409050,3.1,121465,8.9,10.7,Risky
24472,Houston,CO,1361487,4.6,69081,6.4,5.9,Safe
13471,SF,FL,593798,-2.4,152362,9.4,7.6,Risky
18329,SF,IL,2411308,3.6,46158,9.3,9.1,Risky
44865,SF,IL,1718684,2.7,64663,5.1,10.4,Risky
56850,NYC,CO,2295387,1.7,95255,7.2,8.1,Risky
64220,Miami,NY,788578,-1.2,40216,9.0,7.9,Risky
16397,Houston,IL,1158566,-3.9,144857,5.1,11.9,Risky
45525,Austin,GA,2209930,-0.2,81150,2.4,10.5,Risky
63072,Denver,GA,1057644,-3.9,69910,4.9,9.1,Risky
93820,NYC,WA,1510916,0.0,62757,4.9,10.2,Risky
94530,LA,CA,1236024,3.2,67423,8.5,12.0,Risky
33284,Houston,TX,2135424,5.0,166337,4.5,6.6,Risky
71330,Austin,IL,216445,-3.0,141659,9.2,8.8,Risky
93369,Houston,NY,2095020,-2.9,68742,6.4,9.9,Risky
35122,Seattle,WA,1892892,3.1,151830,6.7,5.9,Safe
80553,Seattle,CO,879140,-0.3,56983,8.5,11.5,Risky
91906,SF,FL,2488886,4.2,65435,3.1,5.2,Safe
72812,SF,CO,544733,2.7,62168,2.1,3.7,Safe
17999,Seattle,GA,1636384,2.4,111974,2.5,8.4,Risky
32436,Denver,GA,2264297,-4.0,153840,2.2,1.9,Risky
52963,Austin,GA,2095377,-4.6,153795,7.6,2.4,Risky
12096,LA,TX,783226,-1.8,84851,4.0,11.7,Risky
35279,Atlanta,TX,1270485,-2.8,67257,8.9,4.1,Risky
36201,Atlanta,IL,920423,2.1,121475,9.1,1.4,Safe
29715,NYC,FL,1674771,-0.5,83200,4.8,6.2,Risky
39309,Denver,NY,962911,0.2,163873,3.6,10.5,Risky
25078,Denver,TX,865825,3.1,76678,6.0,4.7,Safe
66614,LA,CO,1466320,-0.2,51773,8.5,5.6,Risky
15105,Houston,CA,1664446,0.4,68701,7.5,2.7,Safe
12839,Atlanta,TX,1392015,3.4,127740,2.2,4.8,Safe
78920,Houston,GA,945044,-0.7,119468,2.1,11.6,Risky
53619,Houston,CO,175475,-4.2,88528,2.9,10.6,Risky
52821,Denver,NY,195490,0.2,41376,4.7,9.1,Risky
23493,Houston,IL,1476993,0.8,99557,6.3,9.6,Risky
27069,Atlanta,TX,1234932,0.1,164395,8.5,8.4,Risky
17531,Austin,GA,1397315,-2.4,146675,3.1,2.3,Risky
47051,Chicago,WA,2229719,-2.8,106261,3.2,2.3,Risky
17736,Houston,CA,626274,-1.3,111805,8.9,6.9,Risky
17710,LA,CA,1902586,-3.3,94887,9.4,7.5,Risky
77155,Miami,WA,1711457,1.7,123125,6.4,11.7,Risky
23975,SF,IL,396127,1.1,134079,8.3,6.0,Safe
72424,LA,IL,2309346,1.3,72411,4.7,11.1,Risky
55603,Seattle,TX,602480,-2.8,177745,9.6,11.9,Risky
33252,Atlanta,IL,1664525,-2.5,62156,9.2,10.3,Risky
90797,Miami,CO,2098069,2.9,69856,8.8,5.4,Safe
11431,SF,FL,460692,1.9,119758,2.1,9.3,Risky
84603,LA,FL,225605,3.8,166677,6.2,7.0,Risky
47481,Miami,GA,622962,-1.0,78910,2.2,3.2,Risky
19557,Chicago,GA,1672996,0.5,75749,7.4,2.4,Safe
84971,Atlanta,CO,246628,2.4,68421,3.5,1.8,Safe
10162,Austin,GA,426541,4.7,141750,7.1,4.6,Safe
44742,NYC,FL,1863376,4.9,113775,2.8,8.6,Risky
29675,Denver,TX,1051359,5.0,153774,8.1,11.1,Risky
83997,Chicago,TX,342791,3.9,175080,7.8,4.5,Safe
27015,Seattle,IL,316994,1.4,65038,2.0,6.8,Risky
60057,Denver,TX,2014372,-4.9,176265,8.3,6.2,Risky
42591,Austin,GA,428574,2.0,152641,3.3,2.2,Safe
19833,Chicago,NY,363409,-2.6,64305,2.9,9.4,Risky
17896,SF,GA,1826743,-4.4,99763,6.0,6.7,Risky
42972,Miami,FL,1376327,2.0,136075,6.7,11.1,Risky
59733,Atlanta,WA,2384540,2.6,81993,2.8,10.2,Risky
51800,Miami,NY,1506668,1.6,167398,4.4,4.1,Safe
15347,Houston,IL,1320921,-1.3,80193,5.3,4.4,Risky
69063,LA,CA,679072,0.1,78520,9.5,6.9,Risky
12643,Seattle,WA,1385286,4.3,73243,4.0,2.4,Safe
50785,Houston,TX,1635369,2.3,162192,4.1,3.8,Safe
28681,Houston,TX,352673,0.0,60967,7.3,10.0,Risky
60026,Seattle,FL,2341598,0.9,97040,7.8,2.7,Safe
25892,LA,GA,1718980,4.3,150252,2.1,7.0,Risky
57299,SF,GA,159133,-1.1,45023,3.1,5.3,Risky
27073,LA,NY,622582,-4.0,143885,4.9,3.2,Risky
40682,Atlanta,TX,1148399,-1.7,151829,7.1,11.7,Risky
24289,Miami,WA,2408671,-0.8,151550,3.1,10.1,Risky
17927,SF,FL,1814591,-2.3,123268,4.9,3.9,Risky
58330,NYC,WA,1548202,0.3,140661,2.6,9.6,Risky
76707,Miami,IL,1602180,-2.0,45000,6.6,1.1,Risky
87454,SF,GA,1390983,-4.0,69756,5.4,4.1,Risky
75428,LA,CO,264750,-3.1,77982,8.3,2.2,Risky
60601,Seattle,WA,946383,4.2,93760,6.6,5.7,Safe
87465,LA,TX,1109361,1.3,51734,7.3,8.0,Risky
12539,NYC,CA,1560299,-1.9,168557,7.4,2.9,Risky
32669,SF,FL,2056152,-1.3,115328,6.7,3.6,Risky
80968,Atlanta,NY,1226975,-0.1,124997,2.1,5.3,Risky
30644,LA,GA,1520981,1.7,127975,8.7,7.9,Risky
28745,SF,GA,1871087,0.8,50428,9.3,4.4,Safe
38228,Miami,IL,192874,4.3,61139,6.3,7.6,Risky
44521,NYC,GA,427590,1.3,68976,2.9,4.8,Safe
36928,Atlanta,FL,1454359,4.1,53011,7.2,3.8,Safe
28322,SF,TX,108014,-4.9,51543,4.9,10.4,Risky
67714,Chicago,TX,858683,3.9,162636,2.6,5.2,Safe
97896,LA,TX,2389955,2.2,88142,8.8,11.1,Risky
72292,NYC,CO,798421,-3.3,161430,7.7,4.4,Risky
39055,Atlanta,CA,578805,-2.4,69563,8.4,7.0,Risky
52891,Atlanta,CA,1822844,0.4,156958,8.4,1.6,Safe
91912,Houston,CO,259765,-3.8,81787,4.9,8.5,Risky
16588,Denver,GA,2024426,2.9,179058,5.9,9.8,Risky
16304,NYC,WA,2079683,2.9,79164,3.9,11.7,Risky
17345,Atlanta,CA,1822281,-2.0,59511,8.0,10.2,Risky
39300,SF,WA,1171263,-4.3,90613,6.2,4.4,Risky
34259,Houston,WA,1440301,4.9,78344,7.2,7.1,Risky
98553,Denver,CA,1954636,-2.5,82330,4.9,7.5,Risky
25352,Miami,CO,770038,-4.3,81445,7.4,1.6,Risky
43365,SF,IL,559966,-1.7,128916,7.4,1.8,Risky
29446,LA,CA,1692874,4.7,48133,8.2,4.6,Safe
12336,Denver,NY,2255285,2.9,174873,3.2,9.2,Risky
72032,NYC,CO,1387510,-0.2,105747,7.0,4.1,Risky
85415,LA,NY,1713507,-1.9,110332,9.0,10.6,Risky
17521,Austin,WA,2032108,-0.8,63404,2.8,8.1,Risky
81707,Austin,NY,1064191,-4.8,173733,9.7,6.1,Risky
33481,NYC,GA,2376217,2.2,98259,3.7,6.9,Risky
28474,Miami,TX,352572,-4.0,113280,9.5,4.6,Risky
56760,Denver,IL,603335,0.2,49525,8.9,11.7,Risky
65718,Houston,GA,2432007,0.7,114592,8.2,2.9,Safe
54629,Chicago,TX,165708,-5.0,65862,3.7,10.5,Risky
55232,Atlanta,IL,355369,4.8,163188,3.7,8.5,Risky
96544,Chicago,WA,1766508,-2.0,139847,4.1,8.8,Risky
77169,Austin,IL,2334487,-4.2,161172,8.5,10.2,Risky
60669,Austin,IL,1431472,3.5,45721,3.5,2.5,Safe
88021,Miami,NY,898053,-3.5,58385,6.6,8.6,Risky
79184,Chicago,NY,142369,-4.8,131011,8.2,9.5,Risky
57945,Chicago,NY,696880,-0.1,57491,5.7,11.8,Risky
23140,Houston,IL,1470987,-3.7,179247,8.7,9.2,Risky
93457,Miami,FL,1759737,4.8,61241,6.5,11.5,Risky
24357,Miami,CO,900677,-4.9,150831,6.8,10.3,Risky
78673,NYC,IL,1443396,-4.5,129191,7.4,10.6,Risky
75633,LA,CO,1262558,3.3,77088,8.8,11.1,Risky
86943,Miami,CO,1607588,-2.6,68950,2.0,6.8,Risky
88258,Miami,NY,232424,4.1,81361,5.1,8.8,Risky
22924,SF,IL,1940251,-1.9,164973,9.7,2.4,Risky
79286,Denver,NY,1324981,-4.3,87617,2.8,4.9,Risky
84071,Denver,NY,159484,-4.9,43856,3.9,10.7,Risky
67326,Seattle,NY,1460694,-2.2,150197,6.6,11.8,Risky
40651,Chicago,WA,2031391,-0.3,147885,8.9,2.2,Risky
80202,Atlanta,WA,840100,-5.0,159087,2.8,7.4,Risky
58777,Chicago,FL,2262854,0.8,169175,2.0,9.1,Risky
26994,NYC,TX,2083519,-1.7,58782,7.5,6.7,Risky
77263,NYC,CO,566761,-1.1,134912,6.8,3.6,Risky
69634,NYC,IL,431687,-2.4,162971,4.2,1.5,Risky
20800,LA,GA,2474288,0.3,56368,9.7,11.5,Risky
47823,Atlanta,NY,1734916,-2.7,70825,6.5,3.6,Risky
73878,Denver,FL,765083,-3.7,143526,7.3,4.3,Risky
28708,Houston,GA,980072,3.9,124099,5.0,8.1,Risky
22819,Denver,WA,1213759,-1.1,67392,9.4,5.7,Risky
84905,LA,TX,245662,-4.2,172384,4.2,5.7,Risky
73870,NYC,IL,1193578,-2.7,69129,8.0,1.9,Risky
19283,LA,CO,337265,-1.9,163778,2.9,11.9,Risky
40573,Denver,CO,1291664,2.7,59556,6.3,4.1,Safe
88707,Houston,WA,803543,-4.8,81208,6.6,2.2,Risky
40933,Seattle,FL,1546536,-0.2,132351,3.5,8.5,Risky
15774,Atlanta,NY,2156297,-0.9,59016,4.6,9.3,Risky
82055,LA,NY,1258845,4.7,119421,3.4,1.3,Safe
20983,Denver,CO,2168671,-3.2,103658,8.8,4.0,Risky
28133,Atlanta,NY,461450,1.3,76472,7.3,3.1,Safe
24939,Denver,CO,539573,-3.0,86295,5.6,9.7,Risky
10781,Denver,FL,1440959,0.5,123117,6.4,3.0,Safe
66700,Houston,WA,851790,0.6,179764,4.8,3.6,Safe
37624,Seattle,GA,506138,-4.2,162978,5.4,11.9,Risky
16823,Atlanta,TX,414291,-0.4,120707,7.0,8.7,Risky
28489,NYC,IL,160631,-0.4,55019,3.7,5.3,Risky
49961,Atlanta,CO,1688237,-1.8,163592,3.1,9.3,Risky
39118,Miami,TX,1984313,-2.2,43914,9.6,6.1,Risky
91816,NYC,WA,2337877,-2.8,128908,3.9,3.3,Risky
32263,Atlanta,NY,1929628,-4.9,121818,6.0,6.4,Risky
23565,SF,TX,2154414,-5.0,64621,8.1,9.5,Risky
30354,SF,GA,385212,0.9,75899,6.4,3.0,Safe
52951,Denver,CA,1305321,-2.1,102610,7.1,6.3,Risky
33648,NYC,WA,1295803,-3.3,100007,3.3,2.3,Risky
60729,Atlanta,CA,100570,1.8,65525,5.2,10.3,Risky
51971,Denver,IL,181736,0.3,67297,7.5,10.0,Risky
28658,Chicago,IL,1861428,4.1,127157,3.7,8.4,Risky
31253,Denver,TX,138921,3.3,149785,5.9,11.1,Risky
74166,LA,IL,976021,2.3,137403,6.7,5.4,Safe
58563,SF,WA,826403,-3.7,159412,8.3,2.5,Risky
36390,Chicago,FL,810361,1.7,133446,3.7,11.7,Risky
98664,Austin,CO,541575,1.9,88977,9.8,6.6,Risky
61578,LA,GA,169191,2.6,161223,9.7,6.2,Risky
89025,NYC,NY,640635,-2.4,60428,2.1,1.7,Risky
42658,Denver,NY,1794223,1.4,124141,4.9,7.3,Risky
16852,SF,CO,122053,1.2,56244,2.5,8.1,Risky
12551,Seattle,TX,945488,-1.1,69264,4.5,6.2,Risky
81947,SF,NY,2134108,1.6,77035,6.9,11.0,Risky
71001,Houston,TX,1554096,-4.1,61102,6.9,9.2,Risky
59159,SF,CO,729104,1.4,126734,2.8,1.4,Safe
61707,Seattle,IL,2228555,1.1,47237,7.4,7.0,Risky
43243,Seattle,CO,614503,-2.9,42984,8.8,11.9,Risky
31800,Denver,IL,1749282,3.2,59640,7.0,3.2,Safe
85939,NYC,FL,1276967,3.7,47179,4.5,7.8,Risky
67828,Seattle,FL,2414459,-2.9,90584,2.0,4.0,Risky
17239,SF,GA,776538,-4.2,82734,7.2,5.1,Risky
16710,NYC,CO,625002,1.0,138721,7.4,1.4,Safe
31384,Atlanta,NY,1393041,-0.2,128394,7.7,8.6,Risky
31038,SF,WA,2441691,-0.7,123058,2.3,9.4,Risky
50846,Miami,FL,2311464,2.6,82193,6.1,9.5,Risky
97983,Denver,CO,779484,4.7,85053,5.3,11.7,Risky
77821,LA,GA,1235527,-0.2,119028,8.1,10.2,Risky
47991,Denver,CA,2476807,-4.9,178704,7.8,3.3,Risky
89057,Seattle,FL,338274,1.0,66544,9.6,3.5,Safe
16971,Austin,GA,2274719,1.5,64174,9.2,9.4,Risky
39139,Houston,TX,2339439,3.3,42471,6.5,9.5,Risky
95445,Miami,TX,2361774,-3.0,103099,9.8,2.4,Risky
87067,Seattle,GA,1990966,0.2,69319,3.2,1.1,Safe
